distance,offset,rz,dihedral,energy
4.07,1.98,3.555910572553815,2.98,-6.326092474307559
3.83,0.43,3.805785070126793,16.45,-6.3256572449985855
3.82,1.09,3.6611883316759326,12.01,-6.325613114126135
4.56,1.14,4.415201014676455,60.8,-6.325137207172301
3.87,1.17,3.688902275745456,9.29,-6.324819435113518
4.21,1.18,4.041249806681097,62.52,-6.324769973534327
3.85,1.04,3.706871996710974,9.85,-6.324179645257073
3.8,0.92,3.686949958976932,12.59,-6.323922873988712
4.87,0.81,4.802166177882644,64.66,-6.323873233596886
4.79,1.43,4.5715642836998365,70.74,-6.323461512709636
4.0,0.6,3.954743986657038,39.12,-6.323014524499225
4.0,0.6,3.954743986657038,39.12,-6.323014524499225
4.65,1.16,4.502987896941319,62.98,-6.322600884684532
3.78,0.78,3.698648401781386,14.23,-6.322469860074787
3.71,0.82,3.6182454311447696,16.69,-6.322346273970739
3.82,0.79,3.7374188954410767,11.43,-6.32208763963382
3.8,0.5,3.7669616403674726,21.29,-6.321789119556943
3.77,0.6,3.721948414473258,17.54,-6.321745566642025
4.55,0.76,4.486078465653493,54.17,-6.321696607079391
3.8,0.72,3.731166037581281,13.55,-6.320792387223634
3.79,0.6,3.7422052322126858,16.83,-6.320041978763915
3.95,0.57,3.908657058376957,37.35,-6.320027560465961
3.95,0.57,3.908657058376957,37.35,-6.320027560465961
4.21,1.29,4.007492981902775,69.81,-6.319755157948595
3.79,0.81,3.702431633399866,13.23,-6.319108141714667
5.27,0.17,5.267257350842087,83.56,-6.31873206457382
3.87,1.55,3.5460400448951503,12.17,-6.31856335740408
3.8,0.98,3.6714574762619816,12.99,-6.318494966404851
3.94,1.9,3.45160832076874,10.04,-6.317909931773431
3.83,0.98,3.702499155975596,11.48,-6.317442533811223
4.96,1.09,4.83874983854301,70.83,-6.316671211050591
3.6,0.6,3.5496478698597698,18.69,-6.315730781404604
3.8,1.05,3.652054216465029,13.15,-6.315367972353815
4.52,0.84,4.441261082170243,54.58,-6.315340439131862
3.9,0.44,3.875099998709711,27.26,-6.315202139776406
3.78,0.67,3.7201478465243834,15.69,-6.314458413658604
4.91,0.86,4.834097640718483,66.5,-6.314401784057698
4.13,1.0,4.007106187761936,56.98,-6.313829824221767
3.97,0.55,3.9317171820974095,36.31,-6.313652057675615
3.97,0.55,3.9317171820974095,36.31,-6.313652057675615
3.76,1.27,3.53902528953948,14.85,-6.31290114341834
4.81,1.49,4.573401360038281,71.81,-6.31281617988014
4.55,0.83,4.47365622282267,55.05,-6.312227372027487
3.81,0.71,3.743260610751007,13.35,-6.310965080817498
3.94,1.34,3.705131576611012,6.81,-6.310456464920189
4.58,0.78,4.513092066421867,55.3,-6.3100258327688215
4.52,1.23,4.349425249386406,61.86,-6.309472425858344
3.82,0.67,3.760784492629164,12.56,-6.309319681880631
4.19,1.17,4.023331952499073,64.57,-6.308822062443098
4.65,0.86,4.569781176380332,58.2,-6.308425113127355
3.88,1.44,3.602887730696031,10.55,-6.307653164112303
3.81,0.5,3.777049112733378,22.13,-6.307439710480956
3.91,0.55,3.871123867819267,35.91,-6.306763981282595
3.91,0.55,3.871123867819267,35.91,-6.306763981282595
3.86,0.68,3.7996315610858895,7.78,-6.306342426021505
4.03,1.88,3.564617791573173,5.03,-6.306240150759374
3.94,0.46,3.9130550724465913,30.27,-6.306168117054656
4.92,0.8,4.854523663553407,66.08,-6.305906866053623
3.96,1.55,3.6440499447729855,7.37,-6.30587052068254
4.43,1.25,4.249988235277834,61.25,-6.305413491712914
4.65,1.1,4.518019477602991,61.71,-6.305006713694827
3.79,0.8,3.704605242127695,13.91,-6.304649006315087
4.59,0.76,4.526643348000811,55.12,-6.304451878601815
4.19,1.15,4.029094191006212,61.31,-6.303881597956699
4.27,1.35,4.050975191234821,67.65,-6.303223810482019
3.79,0.65,3.733845203004538,16.58,-6.303173898999825
4.6,0.82,4.526323011010151,56.04,-6.302833576146047
3.82,1.06,3.669986375996511,12.43,-6.302454558530776
3.82,0.94,3.7025396689299632,12.37,-6.302269364144192
3.82,0.5,3.78713612113428,20.47,-6.301973389249179
4.19,1.26,3.996060560101661,70.8,-6.30069326421661
3.86,1.01,3.7255200979192153,10.24,-6.300447253523735
3.9,1.22,3.704267808892872,8.04,-6.29996605224634
4.4,0.67,4.348689457756211,48.3,-6.299865412907574
5.08,1.9,4.711305551543012,85.05,-6.299849102684205
3.8,0.79,3.716974576184239,13.66,-6.299140818279144
3.81,0.56,3.7686204372422543,18.57,-6.298862190884858
3.92,1.61,3.574115275141528,10.34,-6.298808691914002
3.79,1.25,3.5779323638101377,14.11,-6.298775355503333
4.58,0.94,4.4824993028443405,57.49,-6.298361078126897
4.79,1.32,4.604530377790986,68.5,-6.297818858438207
3.73,0.71,3.661802834670376,18.35,-6.297502532147164
4.77,1.24,4.606006947454595,66.73,-6.296735983501943
3.94,1.43,3.671334907087612,7.1,-6.296355764207274
4.48,0.66,4.431117240606482,50.33,-6.2962699867915815
4.15,0.95,4.039801975344831,53.0,-6.295608542842875
3.79,0.77,3.710956749950072,14.83,-6.295525255998606
3.81,1.11,3.6447222116369855,12.97,-6.295306719529857
3.83,1.21,3.633840943134413,12.31,-6.294426282289461
3.96,0.57,3.918762559788485,36.55,-6.293938672293073
3.96,0.57,3.918762559788485,36.55,-6.293938672293073
3.74,0.97,3.612021594619833,15.87,-6.293501311964114
3.8,1.09,3.640315920356364,13.64,-6.293165268057788
4.17,1.13,4.013975585376672,61.6,-6.292772373076857
3.95,0.53,3.914281543272022,34.15,-6.292644526787665
3.79,1.08,3.632863884045203,13.76,-6.292561991719793
3.97,0.56,3.930305331650456,36.12,-6.2924778571474045
3.97,0.56,3.930305331650456,36.12,-6.2924778571474045
3.87,0.37,3.852272056851645,16.48,-6.2923645333119405
3.8,0.9,3.6918829883949456,13.81,-6.291642266137004
4.19,1.18,4.020410426809682,63.19,-6.291106839259557
4.12,0.97,4.00418531039711,55.17,-6.290735598335218
3.97,1.56,3.650657475031039,6.99,-6.289616986732758
3.94,0.63,3.889305850662815,41.64,-6.288681541368558
4.06,0.84,3.972153068551109,50.36,-6.288445133445605
4.2,1.21,4.021927398648564,65.36,-6.287984562822991
4.18,1.18,4.009987531152684,63.13,-6.287818823771759
4.03,1.84,3.5854288446432743,5.25,-6.287758917294682
3.81,0.52,3.774347625749382,21.53,-6.287405028294123
4.16,1.11,4.009176972896059,61.48,-6.28595873749268
4.2,1.15,4.039492542386977,60.46,-6.285710383687275
3.81,0.76,3.733430058270812,14.14,-6.284693619380863
3.82,1.03,3.6785187236168855,12.76,-6.284500637602412
3.86,1.06,3.711603427091855,10.68,-6.284008974483985
4.44,1.87,4.026996399303084,84.2,-6.284003232789977
4.2,1.18,4.030831179794063,64.56,-6.2838576242317945
4.0,0.62,3.951657879928373,39.09,-6.283601821219757
4.0,0.62,3.951657879928373,39.09,-6.283601821219757
4.35,1.12,4.203343906938855,57.06,-6.283599826387012
3.82,0.8,3.735291153310542,13.35,-6.283498503686498
3.64,0.57,3.595093879163658,20.84,-6.28309030183759
3.97,0.63,3.91969386559716,39.95,-6.283055836513884
3.85,0.96,3.728391073908423,10.86,-6.281896898007563
3.88,0.51,3.8463359187673674,30.74,-6.281605173238814
3.8,0.77,3.7211691711073818,14.73,-6.281526949791915
3.84,0.63,3.787967792893704,12.87,-6.281279902428067
3.95,1.69,3.5702100778525625,9.37,-6.281137986762762
3.89,1.47,3.601555219623878,11.19,-6.280792241566566
3.76,0.63,3.7068450196899247,19.83,-6.280542635252317
3.79,0.65,3.733845203004538,17.82,-6.280516663867587
3.82,1.04,3.675704014199185,12.74,-6.280426705988722
4.01,1.97,3.4927353177703,7.6,-6.28027902854732
4.23,1.32,4.018768468075762,70.3,-6.280263083511214
3.8,0.81,3.71266750463868,14.59,-6.280023917671798
3.82,0.72,3.7515330199799655,13.66,-6.279354119074628
3.9,1.27,3.687424575499816,9.11,-6.279297859690423
3.86,1.1,3.699945945551097,10.9,-6.279100288352031
4.45,1.86,4.042635279121776,82.02,-6.278911915644894
3.84,0.94,3.7231706917626,11.92,-6.278851248652323
3.8,0.95,3.679334178897046,13.47,-6.278677407815737
4.18,1.11,4.029925557625103,59.26,-6.277928367898673
5.19,1.73,4.8931789258109095,86.88,-6.277854574674783
3.82,1.02,3.681304116749932,13.07,-6.277640544976403
4.18,1.05,4.045973306881794,56.39,-6.277481748692192
3.95,1.11,3.7908310434520818,4.38,-6.276957130687119
3.81,0.86,3.711670782814661,13.87,-6.274699264271657
4.57,0.96,4.468030886195842,57.46,-6.274356906991673
4.06,0.88,3.963483316478069,53.0,-6.273646623366482
3.9,0.56,3.8595854699695407,35.22,-6.273354011918209
3.9,0.56,3.8595854699695407,35.22,-6.273354011918209
4.06,0.87,3.965690356041429,51.65,-6.273287901288357
3.82,0.79,3.7374188954410767,13.2,-6.273125789854295
3.82,1.02,3.681304116749932,12.67,-6.273024027238319
4.28,0.96,4.1709471346446,52.1,-6.272894083851107
3.8,0.99,3.668773637061845,14.07,-6.272496240935903
3.72,0.62,3.6679694655217614,21.29,-6.272080419271779
3.88,1.41,3.6147337384653935,11.78,-6.272042050817482
3.8,0.96,3.676737684415357,14.02,-6.271974303015822
4.09,0.9,3.989749365561701,52.02,-6.271921709558137
4.16,1.21,3.9801381885557694,69.65,-6.271673965670392
3.77,0.96,3.6457235221557873,15.78,-6.270924542374474
3.83,1.1,3.668637349207468,12.74,-6.270896495828642
3.74,0.86,3.639780213144745,17.14,-6.269389148342223
4.18,1.15,4.018693817647718,63.93,-6.269186366789626
3.86,0.96,3.7387163572541846,10.2,-6.268849970858187
4.76,0.91,4.672205046870268,61.58,-6.2685742682792895
3.85,1.15,3.6742346141747673,12.18,-6.268462365135707
4.4,1.31,4.200464260055072,62.39,-6.268426346713877
3.87,1.28,3.652191123147856,11.59,-6.267980139778775
4.82,1.06,4.701999574649067,65.67,-6.267874739522419
3.81,0.93,3.6947530364017567,14.09,-6.267249714317543
4.64,0.38,4.62441347632324,51.0,-6.267027779909372
3.81,1.02,3.670926313616224,13.84,-6.266733089519
5.02,1.41,4.817914486580267,76.35,-6.266233777086445
4.01,1.73,3.617623529335245,6.22,-6.266013545090119
3.84,1.22,3.6410438063829993,12.86,-6.265028109805866
4.37,0.79,4.297999534667262,49.76,-6.264947655570591
3.82,0.82,3.730951621235526,13.65,-6.2648701022876185
3.89,1.32,3.659193900300994,10.53,-6.264534414829456
3.79,0.79,3.706750598570128,16.09,-6.263964769855585
3.81,0.65,3.754144376552399,16.65,-6.263304345599033
3.85,1.17,3.667914939035528,12.06,-6.263152025842078
4.94,1.03,4.831428360226405,68.81,-6.2621504748774655
4.88,0.67,4.833787334999338,62.38,-6.261862870325621
3.83,0.93,3.715373467095872,12.51,-6.261818813503645
4.23,0.97,4.1172806559669946,52.18,-6.261675607662204
3.78,1.12,3.6102631483037353,15.08,-6.2613684568527255
3.89,0.4,3.869379795264353,20.74,-6.261144549513057
4.53,0.68,4.478671678075989,51.46,-6.260898011085707
3.87,1.13,3.7013511046643495,10.98,-6.2607531925776
4.72,1.15,4.577761461675346,64.01,-6.260514834944181
3.86,0.53,3.823440858703061,12.61,-6.258583555233517
3.88,1.23,3.679877715359574,10.75,-6.2583695738676965
4.09,0.9,3.989749365561701,52.22,-6.258274839412207
4.66,0.18,4.65652230747368,48.98,-6.257509912208418
4.2,1.22,4.018905323592483,64.26,-6.257254874170597
4.07,1.88,3.609778386549512,3.96,-6.257162848014898
3.94,0.56,3.9,34.54,-6.257013898588951
3.81,0.82,3.7207122973968314,14.63,-6.256415230038157
5.03,1.22,4.879805323985784,74.28,-6.256287771586542
3.8,1.16,3.618618520927565,14.49,-6.255851922943086
3.96,1.41,3.700472942746643,7.04,-6.255679080468122
3.9,1.01,3.7669483670472577,7.64,-6.255574039121146
3.81,0.78,3.7293028839181193,14.85,-6.2544832161719714
3.9,1.16,3.723492983745236,9.31,-6.254109054819626
4.75,1.06,4.630215977683979,63.33,-6.253817402852909
3.92,1.58,3.587478222930419,10.56,-6.253615140224348
3.84,1.22,3.6410438063829993,13.12,-6.253501908630949
3.87,1.31,3.641538136557133,12.03,-6.253387038010914
3.79,0.83,3.697999459167078,15.69,-6.253020424991534
3.83,0.57,3.787347356660068,19.76,-6.252654379870807
3.8,0.93,3.6844402559954745,14.53,-6.252241296647445
4.67,0.8,4.60096728960335,57.33,-6.251514257247597
3.89,1.43,3.617623529335246,11.82,-6.250832955751038
4.48,0.9,4.388667223656859,54.14,-6.250104715278178
3.77,0.72,3.7006080581439584,18.55,-6.249575012545204
4.79,0.89,4.706591123095356,62.2,-6.249136430454758
4.29,1.41,4.051666323872192,69.67,-6.249067570076823
4.11,0.92,4.00570842673303,51.85,-6.248946517240931
4.98,0.89,4.899826527541562,68.59,-6.24868851293943
4.87,0.94,4.778420241042012,65.33,-6.248267854416744
4.49,0.99,4.379497688091639,55.8,-6.248040208384194
3.89,1.37,3.640769149506736,11.27,-6.248035018894133
3.79,0.77,3.710956749950072,16.87,-6.248014799904347
3.64,0.7,3.572058230208461,19.5,-6.2478380392818105
3.98,0.61,3.932975972466651,37.53,-6.24760193002197
3.98,0.61,3.932975972466651,37.53,-6.24760193002197
3.78,0.89,3.6737310734456328,16.36,-6.247483663959398
3.84,1.14,3.666878781743405,12.81,-6.247409881365104
4.0,1.89,3.5253226802663047,8.7,-6.246306264091962
3.96,0.58,3.9172949850630343,35.62,-6.246018059645669
3.96,0.58,3.9172949850630343,35.62,-6.246018059645669
3.66,0.81,3.569243617350881,18.54,-6.245997610371748
4.18,1.18,4.009987531152684,64.32,-6.245885881047029
3.8,0.99,3.668773637061845,15.19,-6.245663521811714
3.91,1.52,3.602457494544523,11.28,-6.243125023752397
4.19,1.15,4.029094191006212,60.31,-6.242689911797019
4.19,1.17,4.023331952499073,64.31,-6.242179614176339
3.8,0.81,3.71266750463868,15.96,-6.241655527009012
4.73,1.03,4.616492174801123,62.35,-6.241087789690932
4.26,1.14,4.1046315303568965,57.41,-6.24087326678643
3.79,0.86,3.691138035890828,16.02,-6.240561099628028
4.57,0.99,4.461479575208207,57.57,-6.2401041597615245
4.14,1.05,4.004634814811458,57.9,-6.23980918886396
3.88,1.43,3.6068684478367103,12.65,-6.239724830891706
3.87,0.91,3.7614890668457353,10.35,-6.239352316163663
3.78,0.92,3.666333318180441,15.92,-6.239351631553473
4.04,1.71,3.660259553638239,4.9,-6.239060903255846
3.92,0.66,3.864039337273884,45.51,-6.23902608087759
4.14,1.01,4.014909712558926,55.45,-6.238721066688253
3.67,0.84,3.572576101358794,18.57,-6.238676924544151
3.78,0.71,3.712721373871193,18.89,-6.238365705559983
3.87,1.16,3.692059046115054,11.16,-6.238308423344684
3.87,1.14,3.6982833855722848,11.38,-6.238212681717134
3.8,1.14,3.624968965384393,14.77,-6.236773382621657
4.0,0.64,3.948468057360981,38.8,-6.2364467790093805
4.0,0.64,3.948468057360981,38.8,-6.2364467790093805
3.8,0.99,3.668773637061845,15.04,-6.236279646874682
3.86,1.25,3.6519994523548327,12.71,-6.236162081081336
4.12,1.01,3.994283415082109,55.98,-6.236065605868981
3.84,0.99,3.710188674447703,13.0,-6.235983509432458
4.3,1.15,4.14336819507994,57.46,-6.234896815474956
3.72,0.65,3.6627721741871966,21.7,-6.234765091202371
3.78,0.98,3.650753346913483,15.94,-6.234664182628066
4.21,1.18,4.041249806681097,60.79,-6.234644467545336
3.84,0.67,3.781097724206557,14.32,-6.234120682857789
3.86,0.52,3.824813720954264,16.39,-6.233748287980224
3.54,0.7,3.470100863087412,17.24,-6.233622584018341
4.53,0.91,4.4376570394747725,55.33,-6.233482559672064
3.79,0.85,3.6934536683164176,16.68,-6.233370514705414
3.84,0.91,3.730616571024152,13.1,-6.233056689044673
3.77,0.84,3.675227884090999,17.36,-6.2319895400963645
4.59,1.93,4.164516778691136,78.83,-6.231460855842771
3.96,1.57,3.6354779603237866,8.58,-6.231113513638945
3.64,0.74,3.563986531961085,19.29,-6.231000674876892
4.5,0.97,4.394212102300025,55.36,-6.230993809905674
3.99,0.61,3.943095230906807,37.07,-6.230959532847095
3.99,0.61,3.943095230906807,37.07,-6.230959532847095
3.91,1.65,3.5447990069960245,12.0,-6.230924091740741
3.81,0.86,3.711670782814661,15.35,-6.230780806855056
3.81,0.61,3.760850967533811,20.91,-6.230571136468153
3.81,0.71,3.743260610751007,17.47,-6.230554279676663
3.79,0.83,3.697999459167078,16.46,-6.23000264173785
3.85,0.91,3.7409089804484688,11.84,-6.229841378067577
3.81,1.05,3.662458190887645,14.42,-6.229621660001518
3.82,0.69,3.7571664855313514,16.13,-6.229149832458355
4.1,1.91,3.627933295968932,2.83,-6.227971780654253
4.31,1.14,4.156500932274645,57.01,-6.227711770212685
3.95,1.59,3.615853979352595,9.41,-6.227534759188256
3.85,1.05,3.7040518354904273,12.44,-6.227496246414007
4.6,1.12,4.46156923066313,60.37,-6.227136128113474
4.53,0.68,4.478671678075989,51.4,-6.226606031942768
3.85,1.09,3.692478842187183,12.5,-6.226130628253936
3.79,0.83,3.697999459167078,16.89,-6.225441778424411
4.03,0.74,3.961476997282706,44.23,-6.225356476058921
4.85,1.01,4.74366946571955,65.19,-6.225318224958217
3.86,1.17,3.678409982587585,12.44,-6.225233809842967
4.0,1.72,3.6113155497685328,7.65,-6.225217501510096
3.88,1.39,3.6224715319792367,12.59,-6.224617794433502
3.79,0.65,3.733845203004538,20.95,-6.224539507601395
3.83,1.17,3.646916505762094,13.96,-6.224014411442849
4.19,1.11,4.040297018784634,57.93,-6.223950272424712
3.89,1.43,3.617623529335246,11.94,-6.223390810675181
4.59,1.99,4.136181814185639,80.6,-6.223314541290463
3.74,0.72,3.670040871707017,20.38,-6.223228670384263
5.22,1.24,5.070581820659243,82.86,-6.222934997831216
5.06,1.69,4.769433928675393,80.84,-6.222823287340144
3.86,1.25,3.6519994523548327,13.02,-6.222203209427486
4.06,1.97,3.550028168902325,5.76,-6.221923407962215
4.86,1.79,4.518351469286116,77.17,-6.221920540254152
4.45,0.91,4.35596143233615,53.47,-6.221920143035423
3.89,1.15,3.716127016128485,10.28,-6.22182071290238
3.79,0.89,3.684019543922101,16.75,-6.221447384903231
4.59,1.93,4.164516778691136,78.73,-6.2209546801200615
3.98,0.6,3.934513947109605,36.17,-6.220786801880463
3.98,0.6,3.934513947109605,36.17,-6.220786801880463
3.98,0.61,3.932975972466651,36.72,-6.220715909644546
3.98,0.61,3.932975972466651,36.72,-6.220715909644546
3.78,1.33,3.5382905477080318,16.27,-6.220440058964701
3.91,1.79,3.476204827106712,13.09,-6.217802061751306
4.06,0.9,3.958989770130759,52.74,-6.217735545734343
3.76,0.7,3.694265826926914,20.81,-6.217100561953436
3.8,0.76,3.7232244090304314,17.83,-6.216882416461205
3.97,0.63,3.91969386559716,37.54,-6.2168549585025
3.97,0.63,3.91969386559716,37.54,-6.2168549585025
4.3,1.16,4.140579669563188,57.61,-6.216534489415578
3.73,0.84,3.634184915493432,18.83,-6.215867133057271
4.1,0.95,3.9884207400924994,53.13,-6.215268790207287
3.81,0.88,3.7069799028319537,15.51,-6.214764109400697
3.96,1.66,3.595274676572014,9.52,-6.214704927733659
3.8,0.7,3.73496987939662,18.69,-6.214626839831944
4.16,1.08,4.017362318736014,57.5,-6.21394885598212
3.72,0.69,3.6554479889611344,21.39,-6.213554628128321
4.4,1.42,4.164564803193726,65.11,-6.212708903474582
4.26,1.24,4.075536774462966,61.31,-6.212584002724926
4.52,1.01,4.405712201222408,56.51,-6.212378859190482
4.05,0.83,3.964038344920493,48.63,-6.211915711390206
4.55,0.83,4.47365622282267,54.1,-6.211599806787365
3.8,0.61,3.750719930893268,23.23,-6.211531451529261
3.77,0.72,3.7006080581439584,20.14,-6.21116194572596
3.74,1.29,3.5104842970735537,16.9,-6.210868884339014
3.88,1.3,3.655735220171176,12.63,-6.210852299279949
4.58,0.92,4.486646854834912,56.49,-6.210314757077222
3.85,0.56,3.8090550009155817,21.84,-6.21030113760411
4.78,1.05,4.663249939687986,63.55,-6.2099004508082585
5.14,1.69,4.854224963884554,83.82,-6.209684991678901
3.71,0.99,3.575471996813847,17.96,-6.209661234139398
3.84,1.01,3.704794191314816,14.05,-6.209200287628586
3.99,0.7,3.928116597047496,41.75,-6.208630235412776
3.81,0.66,3.752399232491127,20.17,-6.208577457470961
3.81,0.87,3.709339563857696,15.92,-6.208132768463575
3.84,0.87,3.7401470559324266,14.04,-6.20751112807164
4.18,1.08,4.038068845376462,56.85,-6.207305882271921
4.17,1.09,4.025021739071728,57.28,-6.207114960601922
3.87,1.27,3.655680511204446,12.62,-6.20691854763981
3.86,1.01,3.7255200979192153,12.95,-6.206318768403239
4.1,0.79,4.023170391619027,45.13,-6.205679685735959
3.93,1.47,3.644722211636986,10.24,-6.20566520847585
4.7,0.98,4.5966944645038135,60.48,-6.2048395685151565
3.55,0.62,3.49543988648067,18.51,-6.204678849522505
4.34,1.47,4.083466664489867,68.71,-6.204432161103708
5.18,1.88,4.826800182315401,87.64,-6.204075817914907
3.87,0.52,3.83490547471512,21.54,-6.203957733161854
3.74,1.3,3.50679340708859,16.97,-6.203879111247781
4.43,0.91,4.335527649548553,52.86,-6.203730025670263
4.14,1.04,4.007243441569279,56.13,-6.2035030981342
4.65,1.42,4.427877595417471,66.67,-6.203487961981816
3.9,0.52,3.865177874302811,25.99,-6.203372080444393
4.14,0.99,4.019888058142913,53.4,-6.203167302739267
4.22,1.13,4.06589473547951,57.52,-6.202649299945576
4.36,1.06,4.229184318518171,54.7,-6.202436433652916
4.95,1.77,4.622726468221973,78.54,-6.201852842898737
3.82,1.15,3.642787394290257,15.1,-6.201672255728639
3.92,1.35,3.680203798704632,10.44,-6.200968261578349
3.81,0.64,3.755862084794914,21.16,-6.200800467448104
4.14,1.04,4.007243441569279,56.07,-6.200682938679995
4.24,1.25,4.051555256935292,62.65,-6.200508615266882
4.17,1.09,4.025021739071728,57.15,-6.200260712612922
4.29,1.25,4.103851849177794,60.7,-6.200176888010969
3.85,1.17,3.667914939035528,13.63,-6.200096302617893
4.36,1.06,4.229184318518171,54.67,-6.19987857439081
3.83,1.08,3.6745748053346254,14.8,-6.199522202345153
4.23,1.35,4.008790341237616,71.36,-6.198783694574269
3.98,0.6,3.934513947109605,35.35,-6.198650602329747
3.98,0.6,3.934513947109605,35.35,-6.198650602329747
3.99,1.81,3.55584026637868,9.8,-6.197324873654959
4.05,1.96,3.5441360019051187,6.98,-6.19700819787136
3.92,1.4,3.661475112574166,10.94,-6.196584716156503
3.88,0.77,3.8028278951327783,10.85,-6.195307362844604
3.85,1.19,3.661475112574166,13.97,-6.194914141556477
4.89,1.61,4.617358552246078,74.68,-6.194708912699906
4.47,1.03,4.349712634186309,55.67,-6.194652130610667
3.86,1.14,3.687817782917155,13.2,-6.194338210210976
4.19,1.16,4.026226521198231,59.84,-6.193977953226318
4.08,1.86,3.631363380329762,3.99,-6.193444855050807
3.79,0.89,3.684019543922101,17.23,-6.192703247361557
4.59,0.75,4.5283109433871696,53.83,-6.192684211859579
3.8,0.95,3.679334178897046,16.41,-6.192294651468531
4.01,0.68,3.9519235822571264,39.68,-6.192190494304194
4.01,0.68,3.9519235822571264,39.68,-6.192190494304194
3.79,0.67,3.730308298250963,21.81,-6.192038177650511
3.86,1.06,3.711603427091855,12.68,-6.191811238236408
4.21,1.19,4.0383164809113214,60.44,-6.191564591836618
3.96,0.78,3.882421924520827,56.34,-6.191175130607574
4.11,0.88,4.014685541857544,48.89,-6.190533470762632
3.86,0.97,3.736134365892105,13.45,-6.190391509261652
4.63,0.86,4.549428535541579,56.6,-6.190146506347222
3.92,1.37,3.672805467214401,10.4,-6.1900161525434605
3.82,0.69,3.7571664855313514,19.06,-6.188972731635742
5.19,1.62,4.930689606941407,84.68,-6.188740691799033
4.02,1.55,3.7091643263678673,5.64,-6.188361280103973
5.3,0.8,5.239274758971894,86.06,-6.188266135838319
4.06,0.72,3.99564763211172,41.66,-6.187109872423219
3.99,1.83,3.5455888086465976,9.6,-6.186985988226776
4.11,0.33,4.096730403626776,31.06,-6.186900490711889
3.86,1.23,3.658783950986994,13.65,-6.186626008610368
4.11,1.01,3.983967871356395,56.34,-6.186615940849124
3.71,0.97,3.5809495947304257,18.56,-6.186551487473169
3.81,0.7,3.7451435219494593,19.54,-6.1861691421879526
3.63,0.76,3.5495492671605504,19.75,-6.185826412194381
4.85,0.97,4.752010100999366,64.39,-6.1857723334111645
3.84,1.12,3.673036890639679,14.62,-6.185612319752849
3.87,1.26,3.659139243046102,13.28,-6.185542813644791
3.85,0.58,3.8060609558965295,23.64,-6.185115251912876
5.17,2.0,4.767483612976556,88.53,-6.184507465023514
4.19,1.25,3.999199919983997,67.18,-6.184351814422003
3.94,0.75,3.8679581176636337,56.99,-6.183522935252433
4.03,1.85,3.5802793187124387,7.57,-6.183135617563469
4.26,0.76,4.191658383026937,45.71,-6.182977064119156
3.81,0.82,3.7207122973968314,17.31,-6.182788302968056
4.51,1.25,4.333312820464269,60.89,-6.182690043125001
4.77,1.06,4.650731125317824,63.24,-6.182605062679324
3.92,0.9,3.8152850483286302,7.06,-6.182408691094161
3.95,1.24,3.750319986347832,7.97,-6.181701674250592
3.84,0.6,3.792835351026986,24.43,-6.181217590212486
4.0,1.71,3.6160613932841352,8.2,-6.180818302171597
3.91,1.76,3.4914896534287485,13.59,-6.179905165404549
3.76,0.82,3.669495878182724,19.61,-6.179893256511664
4.05,0.85,3.9597979746446654,49.03,-6.1796784669041775
5.16,1.34,4.982971001320397,80.53,-6.179086611246715
4.0,0.62,3.951657879928373,36.11,-6.178345075753111
4.0,0.62,3.951657879928373,36.11,-6.178345075753111
4.22,1.11,4.071400250528066,56.17,-6.178340360635525
3.88,1.11,3.717835391729978,12.24,-6.178333087173925
4.16,1.13,4.003585892671718,60.37,-6.178202024290501
4.6,0.89,4.513080987529472,56.04,-6.17785737158849
4.18,1.02,4.053640339250634,53.24,-6.1776553166650885
4.19,1.14,4.031935019317648,58.88,-6.177390820783683
4.16,1.11,4.009176972896059,58.66,-6.177226006685655
3.83,0.89,3.72515771478202,15.42,-6.17715396420617
4.27,0.95,4.162979702088397,50.69,-6.1771099029968095
3.83,0.7,3.765488016180639,17.79,-6.1769905306001744
3.73,0.85,3.631859028101173,19.73,-6.176967727548458
4.01,0.69,3.950189868854407,39.89,-6.176947840501693
4.01,0.69,3.950189868854407,39.89,-6.176947840501693
3.95,0.63,3.899435856633624,36.25,-6.17667435743952
3.95,0.63,3.899435856633624,36.25,-6.17667435743952
4.02,0.7,3.9585856059961615,40.33,-6.176657407157523
3.92,1.3,3.698161705496394,10.53,-6.176542215224061
3.83,1.12,3.662581057123514,15.3,-6.176130958686076
3.78,0.96,3.6560634567797097,17.9,-6.176115500613879
3.85,1.07,3.698323944707927,14.08,-6.175963423696822
4.69,0.69,4.6389654018972815,55.77,-6.175835908744267
3.91,1.6,3.5676462829153905,12.94,-6.175603200598459
3.91,1.25,3.7048076873165767,10.68,-6.175203094257025
3.88,1.09,3.7237481117819984,12.7,-6.17479137586666
3.88,1.23,3.679877715359574,12.87,-6.174657976148588
3.8,0.72,3.731166037581281,20.48,-6.174027086866671
3.8,0.85,3.703714351836545,18.23,-6.173567092917476
3.95,1.5,3.6541072781186927,10.45,-6.173387307675491
3.84,0.69,3.777499172733199,17.47,-6.172679062186166
3.64,0.73,3.5660482329884435,20.65,-6.172463079067661
3.99,1.41,3.73255944359899,6.95,-6.172251903273137
4.05,1.69,3.680543438135189,5.44,-6.172152179470752
5.22,1.27,5.06315119268623,82.3,-6.171951966927433
3.77,1.0,3.6349552954610047,17.71,-6.171871640068962
4.43,1.09,4.293809497404373,56.0,-6.171732689383224
